køn,bevægelsesart,område,aar,antal
Mænd,Befolkningen ultimo indeværende år,Egedal,2015,21255
Mænd,Befolkningen ultimo indeværende år,Egedal,2016,21421
Mænd,Befolkningen ultimo indeværende år,Egedal,2017,21354
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2006,19065
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2007,19027
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2008,19016
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2009,18989
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2010,19005
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2011,19118
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2012,19113
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2013,19253
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2014,19296
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2015,19470
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2016,19601
Mænd,Befolkningen ultimo indeværende år,Fredensborg,2017,19749
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2006,21828
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2007,21907
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2008,21972
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2009,21894
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2010,21982
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2011,21958
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2012,21958
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2013,21951
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2014,22007
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2015,22173
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2016,22358
Mænd,Befolkningen ultimo indeværende år,Frederikssund,2017,22402
Mænd,Befolkningen ultimo indeværende år,Furesø,2006,18284
Mænd,Befolkningen ultimo indeværende år,Furesø,2007,18284
Mænd,Befolkningen ultimo indeværende år,Furesø,2008,18393
Mænd,Befolkningen ultimo indeværende år,Furesø,2009,18528
Mænd,Befolkningen ultimo indeværende år,Furesø,2010,18616
Mænd,Befolkningen ultimo indeværende år,Furesø,2011,18565
Mænd,Befolkningen ultimo indeværende år,Furesø,2012,18592
Mænd,Befolkningen ultimo indeværende år,Furesø,2013,18768
Mænd,Befolkningen ultimo indeværende år,Furesø,2014,19051
Mænd,Befolkningen ultimo indeværende år,Furesø,2015,19613
Mænd,Befolkningen ultimo indeværende år,Furesø,2016,19868
Mænd,Befolkningen ultimo indeværende år,Furesø,2017,19962
Mænd,Befolkningen ultimo indeværende år,Gribskov,2006,20146
Mænd,Befolkningen ultimo indeværende år,Gribskov,2007,20189
Mænd,Befolkningen ultimo indeværende år,Gribskov,2008,20224
Mænd,Befolkningen ultimo indeværende år,Gribskov,2009,20285
Mænd,Befolkningen ultimo indeværende år,Gribskov,2010,20245
Mænd,Befolkningen ultimo indeværende år,Gribskov,2011,20157
Mænd,Befolkningen ultimo indeværende år,Gribskov,2012,20205
Mænd,Befolkningen ultimo indeværende år,Gribskov,2013,20272
Mænd,Befolkningen ultimo indeværende år,Gribskov,2014,20322
Mænd,Befolkningen ultimo indeværende år,Gribskov,2015,20474
Mænd,Befolkningen ultimo indeværende år,Gribskov,2016,20525
Mænd,Befolkningen ultimo indeværende år,Gribskov,2017,20573
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2006,15359
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2007,15352
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2008,15452
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2009,15456
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2010,15447
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2011,15399
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2012,15325
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2013,15266
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2014,15332
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2015,15510
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2016,15556
Mænd,Befolkningen ultimo indeværende år,Halsnæs,2017,15478
Mænd,Befolkningen ultimo indeværende år,Helsingør,2006,29848
Mænd,Befolkningen ultimo indeværende år,Helsingør,2007,29768
Mænd,Befolkningen ultimo indeværende år,Helsingør,2008,29870
Mænd,Befolkningen ultimo indeværende år,Helsingør,2009,29883
Mænd,Befolkningen ultimo indeværende år,Helsingør,2010,30022
Mænd,Befolkningen ultimo indeværende år,Helsingør,2011,30064
Mænd,Befolkningen ultimo indeværende år,Helsingør,2012,30118
Mænd,Befolkningen ultimo indeværende år,Helsingør,2013,29991
Mænd,Befolkningen ultimo indeværende år,Helsingør,2014,30023
Mænd,Befolkningen ultimo indeværende år,Helsingør,2015,30263
Mænd,Befolkningen ultimo indeværende år,Helsingør,2016,30472
Mænd,Befolkningen ultimo indeværende år,Helsingør,2017,30474
Mænd,Befolkningen ultimo indeværende år,Hillerød,2006,22683
Mænd,Befolkningen ultimo indeværende år,Hillerød,2007,22783
Mænd,Befolkningen ultimo indeværende år,Hillerød,2008,22988
Mænd,Befolkningen ultimo indeværende år,Hillerød,2009,23222
Mænd,Befolkningen ultimo indeværende år,Hillerød,2010,23404
Mænd,Befolkningen ultimo indeværende år,Hillerød,2011,23523
Mænd,Befolkningen ultimo indeværende år,Hillerød,2012,23574
Mænd,Befolkningen ultimo indeværende år,Hillerød,2013,23742
Mænd,Befolkningen ultimo indeværende år,Hillerød,2014,24024
Mænd,Befolkningen ultimo indeværende år,Hillerød,2015,24360
Mænd,Befolkningen ultimo indeværende år,Hillerød,2016,24625
Mænd,Befolkningen ultimo indeværende år,Hillerød,2017,24952
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2006,11526
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2007,11392
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2008,11467
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2009,11495
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2010,11494
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2011,11449
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2012,11519
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2013,11596
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2014,11690
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2015,11708
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2016,11766
Mænd,Befolkningen ultimo indeværende år,Hørsholm,2017,11766
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2006,26028
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2007,25999
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2008,26028
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2009,26247
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2010,26428
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2011,26398
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2012,26530
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2013,26665
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2014,26981
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2015,27130
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2016,27280
Mænd,Befolkningen ultimo indeværende år,Rudersdal,2017,27165
Mænd,Befolkningen ultimo indeværende år,Bornholm,2006,21235
Mænd,Befolkningen ultimo indeværende år,Bornholm,2007,21080
Mænd,Befolkningen ultimo indeværende år,Bornholm,2008,20997
Mænd,Befolkningen ultimo indeværende år,Bornholm,2009,20809
Mænd,Befolkningen ultimo indeværende år,Bornholm,2010,20646
Mænd,Befolkningen ultimo indeværende år,Bornholm,2011,20379
Mænd,Befolkningen ultimo indeværende år,Bornholm,2012,20128
Mænd,Befolkningen ultimo indeværende år,Bornholm,2013,19865
Mænd,Befolkningen ultimo indeværende år,Bornholm,2014,19716
Mænd,Befolkningen ultimo indeværende år,Bornholm,2015,19687
Mænd,Befolkningen ultimo indeværende år,Bornholm,2016,19652
Mænd,Befolkningen ultimo indeværende år,Bornholm,2017,19622
Mænd,Befolkningen ultimo indeværende år,Christiansø,2006,49
Mænd,Befolkningen ultimo indeværende år,Christiansø,2007,49
Mænd,Befolkningen ultimo indeværende år,Christiansø,2008,50
Mænd,Befolkningen ultimo indeværende år,Christiansø,2009,53
Mænd,Befolkningen ultimo indeværende år,Christiansø,2010,49
Mænd,Befolkningen ultimo indeværende år,Christiansø,2011,54
Mænd,Befolkningen ultimo indeværende år,Christiansø,2012,49
Mænd,Befolkningen ultimo indeværende år,Christiansø,2013,48
Mænd,Befolkningen ultimo indeværende år,Christiansø,2014,48
Mænd,Befolkningen ultimo indeværende år,Christiansø,2015,48
Mænd,Befolkningen ultimo indeværende år,Christiansø,2016,44
Mænd,Befolkningen ultimo indeværende år,Christiansø,2017,44
Mænd,Befolkningen ultimo indeværende år,Greve,2006,23557
Mænd,Befolkningen ultimo indeværende år,Greve,2007,23572
Mænd,Befolkningen ultimo indeværende år,Greve,2008,23671
Mænd,Befolkningen ultimo indeværende år,Greve,2009,23580
Mænd,Befolkningen ultimo indeværende år,Greve,2010,23631
Mænd,Befolkningen ultimo indeværende år,Greve,2011,23657
Mænd,Befolkningen ultimo indeværende år,Greve,2012,23663
Mænd,Befolkningen ultimo indeværende år,Greve,2013,23703
Mænd,Befolkningen ultimo indeværende år,Greve,2014,24094
Mænd,Befolkningen ultimo indeværende år,Greve,2015,24435
Mænd,Befolkningen ultimo indeværende år,Greve,2016,24604
Mænd,Befolkningen ultimo indeværende år,Greve,2017,24631
Mænd,Befolkningen ultimo indeværende år,Køge,2006,27803
Mænd,Befolkningen ultimo indeværende år,Køge,2007,27997
Mænd,Befolkningen ultimo indeværende år,Køge,2008,28108
Mænd,Befolkningen ultimo indeværende år,Køge,2009,28217
Mænd,Befolkningen ultimo indeværende år,Køge,2010,28302
Mænd,Befolkningen ultimo indeværende år,Køge,2011,28318
Mænd,Befolkningen ultimo indeværende år,Køge,2012,28566
Mænd,Befolkningen ultimo indeværende år,Køge,2013,28877
Mænd,Befolkningen ultimo indeværende år,Køge,2014,29304
Mænd,Befolkningen ultimo indeværende år,Køge,2015,29677
Mænd,Befolkningen ultimo indeværende år,Køge,2016,29846
Mænd,Befolkningen ultimo indeværende år,Køge,2017,29989
Mænd,Befolkningen ultimo indeværende år,Lejre,2006,13178
Mænd,Befolkningen ultimo indeværende år,Lejre,2007,13282
Mænd,Befolkningen ultimo indeværende år,Lejre,2008,13347
Mænd,Befolkningen ultimo indeværende år,Lejre,2009,13364
Mænd,Befolkningen ultimo indeværende år,Lejre,2010,13327
Mænd,Befolkningen ultimo indeværende år,Lejre,2011,13370
Mænd,Befolkningen ultimo indeværende år,Lejre,2012,13423
Mænd,Befolkningen ultimo indeværende år,Lejre,2013,13461
Mænd,Befolkningen ultimo indeværende år,Lejre,2014,13581
Mænd,Befolkningen ultimo indeværende år,Lejre,2015,13672
Mænd,Befolkningen ultimo indeværende år,Lejre,2016,13718
Mænd,Befolkningen ultimo indeværende år,Lejre,2017,13704
Mænd,Befolkningen ultimo indeværende år,Roskilde,2006,39719
Mænd,Befolkningen ultimo indeværende år,Roskilde,2007,39587
Mænd,Befolkningen ultimo indeværende år,Roskilde,2008,39908
Mænd,Befolkningen ultimo indeværende år,Roskilde,2009,40227
Mænd,Befolkningen ultimo indeværende år,Roskilde,2010,40544
Mænd,Befolkningen ultimo indeværende år,Roskilde,2011,40839
Mænd,Befolkningen ultimo indeværende år,Roskilde,2012,41017
Mænd,Befolkningen ultimo indeværende år,Roskilde,2013,41341
Mænd,Befolkningen ultimo indeværende år,Roskilde,2014,41796
Mænd,Befolkningen ultimo indeværende år,Roskilde,2015,42438
Mænd,Befolkningen ultimo indeværende år,Roskilde,2016,42856
Mænd,Befolkningen ultimo indeværende år,Roskilde,2017,42943
Mænd,Befolkningen ultimo indeværende år,Solrød,2006,10350
Mænd,Befolkningen ultimo indeværende år,Solrød,2007,10255
Mænd,Befolkningen ultimo indeværende år,Solrød,2008,10239
Mænd,Befolkningen ultimo indeværende år,Solrød,2009,10308
Mænd,Befolkningen ultimo indeværende år,Solrød,2010,10357
Mænd,Befolkningen ultimo indeværende år,Solrød,2011,10434
Mænd,Befolkningen ultimo indeværende år,Solrød,2012,10434
Mænd,Befolkningen ultimo indeværende år,Solrød,2013,10540
Mænd,Befolkningen ultimo indeværende år,Solrød,2014,10648
Mænd,Befolkningen ultimo indeværende år,Solrød,2015,10803
Mænd,Befolkningen ultimo indeværende år,Solrød,2016,10975
Mænd,Befolkningen ultimo indeværende år,Solrød,2017,11129
Mænd,Befolkningen ultimo indeværende år,Faxe,2006,17513
Mænd,Befolkningen ultimo indeværende år,Faxe,2007,17698
Mænd,Befolkningen ultimo indeværende år,Faxe,2008,17762
Mænd,Befolkningen ultimo indeværende år,Faxe,2009,17707
Mænd,Befolkningen ultimo indeværende år,Faxe,2010,17664
Mænd,Befolkningen ultimo indeværende år,Faxe,2011,17647
Mænd,Befolkningen ultimo indeværende år,Faxe,2012,17673
Mænd,Befolkningen ultimo indeværende år,Faxe,2013,17688
Mænd,Befolkningen ultimo indeværende år,Faxe,2014,17742
Mænd,Befolkningen ultimo indeværende år,Faxe,2015,18127
Mænd,Befolkningen ultimo indeværende år,Faxe,2016,18220
Mænd,Befolkningen ultimo indeværende år,Faxe,2017,18346
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2006,31522
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2007,31434
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2008,31374
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2009,31282
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2010,31020
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2011,30756
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2012,30527
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2013,30367
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2014,30299
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2015,30422
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2016,30634
Mænd,Befolkningen ultimo indeværende år,Guldborgsund,2017,30620
Mænd,Befolkningen ultimo indeværende år,Holbæk,2006,33884
Mænd,Befolkningen ultimo indeværende år,Holbæk,2007,34097
Mænd,Befolkningen ultimo indeværende år,Holbæk,2008,34325
Mænd,Befolkningen ultimo indeværende år,Holbæk,2009,34273
Mænd,Befolkningen ultimo indeværende år,Holbæk,2010,34301
Mænd,Befolkningen ultimo indeværende år,Holbæk,2011,34206
Mænd,Befolkningen ultimo indeværende år,Holbæk,2012,34178
Mænd,Befolkningen ultimo indeværende år,Holbæk,2013,34029
Mænd,Befolkningen ultimo indeværende år,Holbæk,2014,34118
Mænd,Befolkningen ultimo indeværende år,Holbæk,2015,34610
Mænd,Befolkningen ultimo indeværende år,Holbæk,2016,35207
Mænd,Befolkningen ultimo indeværende år,Holbæk,2017,35274
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2006,24666
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2007,24965
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2008,24918
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2009,24680
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2010,24617
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2011,24387
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2012,24190
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2013,24267
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2014,24341
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2015,24432
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2016,24557
Mænd,Befolkningen ultimo indeværende år,Kalundborg,2017,24645
Mænd,Befolkningen ultimo indeværende år,Lolland,2006,24448
Mænd,Befolkningen ultimo indeværende år,Lolland,2007,24202
Mænd,Befolkningen ultimo indeværende år,Lolland,2008,23949
Mænd,Befolkningen ultimo indeværende år,Lolland,2009,23572
Mænd,Befolkningen ultimo indeværende år,Lolland,2010,23120
Mænd,Befolkningen ultimo indeværende år,Lolland,2011,22636
Mænd,Befolkningen ultimo indeværende år,Lolland,2012,22222
Mænd,Befolkningen ultimo indeværende år,Lolland,2013,21862
Mænd,Befolkningen ultimo indeværende år,Lolland,2014,21663
Mænd,Befolkningen ultimo indeværende år,Lolland,2015,21491
Mænd,Befolkningen ultimo indeværende år,Lolland,2016,21326
Mænd,Befolkningen ultimo indeværende år,Lolland,2017,21229
Mænd,Befolkningen ultimo indeværende år,Næstved,2006,39430
Mænd,Befolkningen ultimo indeværende år,Næstved,2007,39765
Mænd,Befolkningen ultimo indeværende år,Næstved,2008,39828
Mænd,Befolkningen ultimo indeværende år,Næstved,2009,40012
Mænd,Befolkningen ultimo indeværende år,Næstved,2010,39853
Mænd,Befolkningen ultimo indeværende år,Næstved,2011,39919
Mænd,Befolkningen ultimo indeværende år,Næstved,2012,40003
Mænd,Befolkningen ultimo indeværende år,Næstved,2013,40091
Mænd,Befolkningen ultimo indeværende år,Næstved,2014,40356
Mænd,Befolkningen ultimo indeværende år,Næstved,2015,40746
Mænd,Befolkningen ultimo indeværende år,Næstved,2016,40937
Mænd,Befolkningen ultimo indeværende år,Næstved,2017,41104
Mænd,Befolkningen ultimo indeværende år,Odsherred,2006,16501
Mænd,Befolkningen ultimo indeværende år,Odsherred,2007,16583
Mænd,Befolkningen ultimo indeværende år,Odsherred,2008,16577
Mænd,Befolkningen ultimo indeværende år,Odsherred,2009,16479
Mænd,Befolkningen ultimo indeværende år,Odsherred,2010,16366
Mænd,Befolkningen ultimo indeværende år,Odsherred,2011,16306
Mænd,Befolkningen ultimo indeværende år,Odsherred,2012,16244
Mænd,Befolkningen ultimo indeværende år,Odsherred,2013,16245
Mænd,Befolkningen ultimo indeværende år,Odsherred,2014,16365
Mænd,Befolkningen ultimo indeværende år,Odsherred,2015,16479
Mænd,Befolkningen ultimo indeværende år,Odsherred,2016,16537
Mænd,Befolkningen ultimo indeværende år,Odsherred,2017,16570
Mænd,Befolkningen ultimo indeværende år,Ringsted,2006,15581
Mænd,Befolkningen ultimo indeværende år,Ringsted,2007,15930
Mænd,Befolkningen ultimo indeværende år,Ringsted,2008,16092
Mænd,Befolkningen ultimo indeværende år,Ringsted,2009,16191
Mænd,Befolkningen ultimo indeværende år,Ringsted,2010,16347
Mænd,Befolkningen ultimo indeværende år,Ringsted,2011,16488
Mænd,Befolkningen ultimo indeværende år,Ringsted,2012,16511
Mænd,Befolkningen ultimo indeværende år,Ringsted,2013,16543
Mænd,Befolkningen ultimo indeværende år,Ringsted,2014,16706
Mænd,Befolkningen ultimo indeværende år,Ringsted,2015,17092
Mænd,Befolkningen ultimo indeværende år,Ringsted,2016,17244
Mænd,Befolkningen ultimo indeværende år,Ringsted,2017,17297
Mænd,Befolkningen ultimo indeværende år,Slagelse,2006,38096
Mænd,Befolkningen ultimo indeværende år,Slagelse,2007,38365
Mænd,Befolkningen ultimo indeværende år,Slagelse,2008,38465
Mænd,Befolkningen ultimo indeværende år,Slagelse,2009,38532
Mænd,Befolkningen ultimo indeværende år,Slagelse,2010,38484
Mænd,Befolkningen ultimo indeværende år,Slagelse,2011,38400
Mænd,Befolkningen ultimo indeværende år,Slagelse,2012,38297
Mænd,Befolkningen ultimo indeværende år,Slagelse,2013,38200
Mænd,Befolkningen ultimo indeværende år,Slagelse,2014,38403
Mænd,Befolkningen ultimo indeværende år,Slagelse,2015,38873
Mænd,Befolkningen ultimo indeværende år,Slagelse,2016,39287
Mænd,Befolkningen ultimo indeværende år,Slagelse,2017,39333
Mænd,Befolkningen ultimo indeværende år,Sorø,2006,14364
Mænd,Befolkningen ultimo indeværende år,Sorø,2007,14501
Mænd,Befolkningen ultimo indeværende år,Sorø,2008,14621
Mænd,Befolkningen ultimo indeværende år,Sorø,2009,14659
Mænd,Befolkningen ultimo indeværende år,Sorø,2010,14711
Mænd,Befolkningen ultimo indeværende år,Sorø,2011,14642
Mænd,Befolkningen ultimo indeværende år,Sorø,2012,14610
Mænd,Befolkningen ultimo indeværende år,Sorø,2013,14630
Mænd,Befolkningen ultimo indeværende år,Sorø,2014,14602
Mænd,Befolkningen ultimo indeværende år,Sorø,2015,14786
Mænd,Befolkningen ultimo indeværende år,Sorø,2016,14831
Mænd,Befolkningen ultimo indeværende år,Sorø,2017,14894
Mænd,Befolkningen ultimo indeværende år,Stevns,2006,10993
Mænd,Befolkningen ultimo indeværende år,Stevns,2007,11010
Mænd,Befolkningen ultimo indeværende år,Stevns,2008,11051
Mænd,Befolkningen ultimo indeværende år,Stevns,2009,11035
Mænd,Befolkningen ultimo indeværende år,Stevns,2010,10992
Mænd,Befolkningen ultimo indeværende år,Stevns,2011,10976
Mænd,Befolkningen ultimo indeværende år,Stevns,2012,10993
Mænd,Befolkningen ultimo indeværende år,Stevns,2013,11000
Mænd,Befolkningen ultimo indeværende år,Stevns,2014,11131
Mænd,Befolkningen ultimo indeværende år,Stevns,2015,11243
Mænd,Befolkningen ultimo indeværende år,Stevns,2016,11406
Mænd,Befolkningen ultimo indeværende år,Stevns,2017,11534
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2006,22967
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2007,23035
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2008,22993
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2009,22840
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2010,22774
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2011,22567
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2012,22415
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2013,22404
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2014,22517
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2015,22665
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2016,22734
Mænd,Befolkningen ultimo indeværende år,Vordingborg,2017,22844
Mænd,Befolkningen ultimo indeværende år,Assens,2006,20867
Mænd,Befolkningen ultimo indeværende år,Assens,2007,20984
Mænd,Befolkningen ultimo indeværende år,Assens,2008,21057
Mænd,Befolkningen ultimo indeværende år,Assens,2009,21010
Mænd,Befolkningen ultimo indeværende år,Assens,2010,20812
Mænd,Befolkningen ultimo indeværende år,Assens,2011,20693
Mænd,Befolkningen ultimo indeværende år,Assens,2012,20699
Mænd,Befolkningen ultimo indeværende år,Assens,2013,20543
Mænd,Befolkningen ultimo indeværende år,Assens,2014,20567
Mænd,Befolkningen ultimo indeværende år,Assens,2015,20725
Mænd,Befolkningen ultimo indeværende år,Assens,2016,20822
Mænd,Befolkningen ultimo indeværende år,Assens,2017,20805
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2006,25764
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2007,25965
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2008,26077
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2009,26012
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2010,25931
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2011,25821
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2012,25755
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2013,25602
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2014,25560
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2015,25747
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2016,25838
Mænd,Befolkningen ultimo indeværende år,Faaborg-Midtfyn,2017,25932
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2006,11652
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2007,11732
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2008,11760
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2009,11768
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2010,11783
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2011,11796
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2012,11748
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2013,11675
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2014,11709
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2015,11822
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2016,11752
Mænd,Befolkningen ultimo indeværende år,Kerteminde,2017,11779
Mænd,Befolkningen ultimo indeværende år,Langeland,2006,6964
Mænd,Befolkningen ultimo indeværende år,Langeland,2007,6859
Mænd,Befolkningen ultimo indeværende år,Langeland,2008,6775
Mænd,Befolkningen ultimo indeværende år,Langeland,2009,6747
Mænd,Befolkningen ultimo indeværende år,Langeland,2010,6668
Mænd,Befolkningen ultimo indeværende år,Langeland,2011,6557
Mænd,Befolkningen ultimo indeværende år,Langeland,2012,6432
Mænd,Befolkningen ultimo indeværende år,Langeland,2013,6347
Mænd,Befolkningen ultimo indeværende år,Langeland,2014,6348
Mænd,Befolkningen ultimo indeværende år,Langeland,2015,6326
Mænd,Befolkningen ultimo indeværende år,Langeland,2016,6327
Mænd,Befolkningen ultimo indeværende år,Langeland,2017,6355
Mænd,Befolkningen ultimo indeværende år,Middelfart,2006,18276
Mænd,Befolkningen ultimo indeværende år,Middelfart,2007,18548
Mænd,Befolkningen ultimo indeværende år,Middelfart,2008,18718
Mænd,Befolkningen ultimo indeværende år,Middelfart,2009,18723
Mænd,Befolkningen ultimo indeværende år,Middelfart,2010,18745
Mænd,Befolkningen ultimo indeværende år,Middelfart,2011,18728
Mænd,Befolkningen ultimo indeværende år,Middelfart,2012,18706
Mænd,Befolkningen ultimo indeværende år,Middelfart,2013,18784
Mænd,Befolkningen ultimo indeværende år,Middelfart,2014,18916
Mænd,Befolkningen ultimo indeværende år,Middelfart,2015,18956
Mænd,Befolkningen ultimo indeværende år,Middelfart,2016,19017
Mænd,Befolkningen ultimo indeværende år,Middelfart,2017,19087
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2006,14784
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2007,14898
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2008,15016
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2009,14990
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2010,14955
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2011,14892
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2012,14840
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2013,14708
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2014,14765
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2015,14860
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2016,14930
Mænd,Befolkningen ultimo indeværende år,Nordfyns,2017,15002
Mænd,Befolkningen ultimo indeværende år,Nyborg,2006,15626
Mænd,Befolkningen ultimo indeværende år,Nyborg,2007,15648
Mænd,Befolkningen ultimo indeværende år,Nyborg,2008,15755
Mænd,Befolkningen ultimo indeværende år,Nyborg,2009,15733
Mænd,Befolkningen ultimo indeværende år,Nyborg,2010,15581
Mænd,Befolkningen ultimo indeværende år,Nyborg,2011,15577
Mænd,Befolkningen ultimo indeværende år,Nyborg,2012,15554
Mænd,Befolkningen ultimo indeværende år,Nyborg,2013,15469
Mænd,Befolkningen ultimo indeværende år,Nyborg,2014,15585
Mænd,Befolkningen ultimo indeværende år,Nyborg,2015,15781
Mænd,Befolkningen ultimo indeværende år,Nyborg,2016,15879
Mænd,Befolkningen ultimo indeværende år,Nyborg,2017,15834
